outreview,outtitle,label
"['reserved', 'karoake', 'room', 'dinner', 'drinks', 'sang', 'awaywe', 'definitely', 'return', 'staff', 'food', 'off', 'hookgreat', 'selection', 'music']",['blast'],1.0
"['private', 'rooms', 'spacious', 'clean', 'fans', 'keep', 'cool', 'most', 'date', 'selection', 'songs', 'ive', 'seen', 'city', 'food', 'good', 'service', 'swift', 'good', 'best', 'time', 'ive', 'gone', 'birthday', 'random', 'fun', 'nights', 'honestly', 'cant', 'wait', 'go', 'back', 'rooms', 'fit', 'varying', 'sizes', 'groups', 'price', 'goes', 'bigger', 'rooms', 'but', 'worth', 'money', 'especially', 'youre', 'splitting', 'bunch', 'people', 'always', 'try', 'call', 'ahead', 'reserve', 'room', 'especially', 'want', 'come', 'friday', 'saturday', 'also', 'try', 'stay', 'least', 'three', 'hours', 'promise', 'anything', 'less', 'going', 'fly']","['yamasho', 'hands', 'best', 'place', 'karaoke']",1.0
"['karaoke', 'rooms', 'pretty', 'comfortable', 'private', 'party', 'newyork', 'room', 'server', 'came', 'several', 'times', 'asking', 'everything', 'okay', 'pretty', 'sure', 'back']","['food', 'okay']",1.0
"['music', 'selection', 'always', 'date', 'order', 'food', 'drinks', 'quick', 'phone', 'call', 'upstairs', 'room']","['favorite', 'karaoke', 'spot', 'cityrooms', 'modern', 'clean']",1.0
"['shes', 'said', 'wasnt', 'anything', 'special', 'pricey', 'side', 'want', 'food', 'dial', 'extension', 'place', 'order', 'theyll', 'bring', 'go', 'happy', 'hour', 'pricing', '5', '730', 'pm', 'sundaythursday', '50', 'off', 'karaoke', 'room', 'rental', '2hours', 'new', 'york', 'room', 'seats', '12', 'people', 'normally', '65an', 'hour', '6400', 'two', 'hours', 'plus', 'tax', 'rest', 'happy', 'hour', 'specials', 'sundaythursday', '730pm2am', '30', 'fridaysaturday', '530pm', '730pm', '30', 'off', 'smaller', 'rooms', 'too', 'math', 'selection', 'songs', 'pretty', 'diverse', 'bit', 'country', 'hip', 'hop', '80s90s00s', 'hits', 'random', 'songs', 'large', 'selection', 'english', 'songs', 'but', 'youre', 'luck', 'youd', 'like', 'chinese', 'japanese', 'spanish', 'songs', 'fan', 'ipad', 'separate', 'keypad', 'entering', 'songs', 'change', 'queue', 'delete', 'something', 'ipad', 'too', 'two', 'mics', 'turned', 'offrestaurant', 'upstairs', 'karaoke', 'rooms', 'basement', 'yup', 'enjoy']","['per', 'friends', 'advice', 'didnt', 'order', 'food']",1.0
"['lyrics', 'mostly', 'right', 'usually', 'lot', 'top', 'recent', 'songs', 'system', 'use', 'ipad', 'song', 'requests', 'limit', 'around', '20', 'songs', 'due', 'memory', 'cap', 'karaoke', 'rooms', 'located', 'basement', 'restaurant', 'but', 'use', 'handy', 'phone', 'system', 'rooms', 'order', 'food', 'drinks', 'directly', 'karaoke', 'room', 'beer', 'sorts', 'sake', 'lot', 'appetizers', 'share', 'common', 'problem', 'karaoke', 'rooms', 'gets', 'too', 'hot', 'but', 'yamasho', 'blasts', 'ac', 'keeps', 'cool', 'always', 'fun', 'time']","['used', 'really', 'good', 'systems', 'koreatown', 'la', 'yamasho', 'isnt', 'level', 'but', 'still', 'great', 'time']",1.0
"['third', 'last', 'time', 'machine', 'broke', 'error', 'message', 'screen', 'cleared', 'song', 'order', 'asked', 'bill', 'asked', '15', 'min', 'discount', 'front', 'desk', 'lady', 'said', 'machine', '10', 'mins', 'said', 'fine', 'no', 'problem', 'but', 'could', 'tell', 'really', 'unhappy', 'face', 'didnt', 'conceal', 'anger', 'got', 'worse', 'asked', 'wanted', 'use', 'credit', 'card', 'file', 'chance', 'reply', 'went', 'ahead', 'charged', 'bill', 'card', 'decided', 'different', 'card', 'gosh', 'angry', 'reverse', 'first', 'charge', 'left', 'no', 'gratuity', 'quickly', 'leftshe', 'clearly', 'didnt', 'want', 'us', 'lesson', 'learned', 'would', 'last', 'trip', 'yamasho', 'front', 'desk', 'lady', 'really', 'needs', 'learn', 'not', 'hang', 'emotions', 'face', 'everyone', 'see', 'too', 'obviously', 'unpleasant', 'make', 'unpleasant', 'customers', 'wont', 'come', 'back', 'power', 'social', 'media', 'lose', 'lot', 'more', 'customers', 'one', 'bad', 'experience']","['unpleasant', 'experience', 'sunday', 'night', 'singing', 'karaoke']",0.0
"['came', 'group', '15', 'another', 'time', 'group', 'almost', '30', 'staff', 'yamasho', 'nice', 'attentive', 'party', 'arrives', 'sign', 'contract', 'lead', 'room', 'either', 'downstairs', 'smaller', 'parties', 'upstairs', 'larger', 'parties', 'time', 'starts', 'start', 'first', 'song', 'ends', 'turn', 'ipad', 'front', 'deskthe', 'song', 'selection', 'pretty', 'extensive', 'didnt', 'problems', 'finding', 'songs', 'wanted', 'using', 'ipad', 'lots', 'oldschool', 'songs', 'boy', 'band', 'classics', 'well', 'current', 'top', '100', 'songs', 'one', 'minor', 'complaint', 'ipad', 'super', 'laggy', 'restart', 'couple', 'timesdefinitely', 'pregame', 'coming', 'isnt', 'byob', 'drinks', 'ridiculously', 'expensive', '18', 'pitcher', 'beer', 'not', 'bad', 'but', 'want', 'sake', 'cocktails', 'could', 'easily', 'spend', 'twice', 'much', 'drinks', 'karaoke', 'probably', 'business', 'model', 'careful', 'sneaking', 'drinks', 'claim', 'charge', '100', 'fine', 'caught', 'theres', 'handy', 'phone', 'wall', 'call', 'front', 'desk', 'fooddrinks', 'delivered', 'without', 'stop', 'funa', 'typical', 'night', '2', 'hours', 'karaoke', 'run', 'around', '2530', 'drinks', 'large', 'enough', 'party', 'without', 'drinks', 'could', 'looking', 'mere', '10', 'per', 'person', 'overall', 'restaurant', 'karaoke', 'rooms', 'clean', 'classy', 'definitely', 'step', 'grungy', 'sketch', 'karaoke', 'rooms', 'undergrad', 'past', 'tldr', 'good', 'song', 'selection', 'decent', 'price', 'karaoke', 'room', 'rental', 'really', 'gouge', 'foodalcohol']","['ive', 'twice', 'great', 'night', 'times']",1.0
"['let', 'us', 'stay', 'extra', '15', 'minutes', 'next', 'reservation', 'began', 'reminded', 'cheaper', 'karaoke', 'places', 'japan', 'nothing', 'fancy', 'but', 'offers', 'need', 'phone', 'call', 'beer', 'snacks', 'light', 'dimmer', 'shimmery', 'lights', 'book', 'look', 'song', 'numbers', 'also', 'tablet', 'navigate', 'menu', 'available', 'english', 'unlike', 'karaoke', 'spots', 'ive', 'plus', 'lot', 'recent', 'songs', 'well', 'popular', 'poptop', '40sbillboard', 'hits', 'previous', 'years', 'however', 'lyrics', 'andor', 'timing', 'off', 'also', 'songs', 'censored', 'versions', 'others', 'explicit', 'lyricssome', 'examples', 'lil', 'waynes', 'milli', 'timer', 'slow', 'unless', 'already', 'song', 'memorized', 'itd', 'impossible', 'someone', 'sober', 'drunk', 'rap', 'destiny', 'childs', 'say', 'name', 'good', 'thing', 'one', 'goto', 'songs', 'song', 'memorized', 'actually', 'didnt', 'even', 'show', 'main', 'lyrics', 'one', 'point', 'song', 'screen', 'shows', 'say', 'name', 'say', 'name', 'say', 'name', 'say', 'name', 'say', 'name', 'say', 'name', 'really', 'doesnt', 'show', 'lyrics', 'no', 'one', 'around', 'say', 'baby', 'love', 'aint', 'runnin', 'game', 'etc', 'rihannas', 'work', 'im', 'pretty', 'sure', 'made', 'most', 'lyrics', 'accurate', 'really', 'really', 'off', 'drakes', 'best', 'ever', 'doesnt', 'include', 'fbomb', 'chorus', 'yet', 'line', 'making', 'certain', 'female', 'body', 'part', 'hint', 'another', 'word', 'cat', 'whistle', 'displayed', 'booty', 'instead', 'think', 'air', 'coming', 'booty', 'fart', 'also', 'dont', 'think', 'drake', 'ever', 'sang', 'thatanyway', 'cant', 'expect', 'perfect', 'good', 'time', 'thats', 'important', 'part', 'bit', 'expensive', 'also', 'considering', 'dont', 'live', 'city', 'need', 'also', 'spend', 'transportation', 'bart', 'bridge', 'toll', 'parking', 'get', 'not', 'sure', 'would', 'come', 'back', 'but', 'maybe', 'ill', 'come', 'back']","['came', 'karaoke', 'small', 'group', 'six', 'people', 'booked', 'room', '25', 'hours']",1.0
"['immediately', 'liked', 'place', 'soon', 'walked', 'legit', 'asianjapanese', 'feel', 'not', 'mention', 'old', 'school', 'asian', 'posters', 'came', 'pandora', 'closed', 'monday', 'nights', 'amazingly', 'group', 'ten', 'people', 'didnt', 'figure', 'smart', 'thing', 'check', 'yelp', 'beforehand', 'arrived', 'pandora', 'great', 'disappointment', 'luckily', 'found', 'yamasho', 'nearby', 'getting', 'karaoke', 'fix', 'sorted', 'importantthe', 'rooms', 'named', 'different', 'cities', 'but', 'mostly', 'japanese', 'cities', 'got', 'kyoto', 'prossong', 'selection', 'amazing', 'obscure', 'popular', 'artists', 'also', 'great', 'variety', 'songs', 'artist', 'surprised', 'find', 'good', 'selection', 'hy', 'songs', 'one', 'favorite', 'japanese', 'bands', 'also', 'plenty', 'chinese', 'songs', 'course', 'english', 'songs', 'prices', 'decent', 'group', 'drank', 'ate', 'lot', 'worked', '30', 'person', 'consmost', 'english', 'songs', 'dont', 'music', 'videos', 'accompanying', 'themit', 'seemed', 'words', 'too', 'fast', 'actual', 'songoverall', 'like', 'intimate', 'atmosphere', 'song', 'selection', 'most', 'like', 'turning', 'karaoke', 'virgins', 'pros']","['review', 'karaoke']",1.0
[],"['best', 'karaoke', 'spot']",1.0
"['customer', 'service', 'horrible', 'bring', 'water', 'bottle', 'dont', 'refill', 'wouldnt', 'recommend', 'place', 'many', 'sushi', 'places', 'sf', 'dont', 'come', 'sushi', 'looked', 'old', 'too']","['sushi', 'okay', 'nothing', 'special']",0.0
"['huge', 'song', 'collection', 'decent', 'sound', 'systemcame', 'team', 'event', 'ate', 'much', 'cant', 'exactly', 'document', 'food', 'ate', 'overall', 'most', 'food', 'ordered', 'average', 'best', 'nothing', 'really', 'top', 'but', 'probably', 'better', 'safeway', 'sushi', 'optionsthe', 'good', 'selection', 'japanese', 'liquor', 'absolutely', 'love', 'nigori', 'yuzu', 'alcohol', 'super', 'yummymy', 'favorite', 'part', 'visit', 'karaoke', 'session', 'part', 'restaurant', 'awesome', 'could', 'bring', 'food', 'drinks', 'karaoke', 'rooms', 'eat', 'sing', 'timea', 'small', 'lift', 'back', 'restaurant', 'brings', 'basement', 'several', 'private', 'karaoke', 'room', 'san', 'francisco', 'room', 'fit', '89', 'people', 'comfortably', 'decor', 'tough', 'furniture', 'isnt', 'nicest', 'but', 'job', 'disco', 'ball', 'spinning', 'ceiling', 'definitely', 'got', 'us', 'mood', 'groovethey', 'thick', 'old', 'school', 'folders', 'huge', 'long', 'list', 'songs', 'one', 'ordered', 'songs', 'artists', 'another', 'song', 'title', 'perhaps', 'annoying', 'frustrating', 'bit', 'wired', 'mircophones', 'divas', 'get', 'grooving', 'moving', 'couple', 'instances', 'wires', 'would', 'knock', 'cups', 'good', 'cheer', 'didnt', 'damper', 'spirits', 'but', 'could', 'really', 'wireless', 'mics', 'please', 'overall', 'extremely', 'fun', 'crazy', 'night', 'awesome', 'time', 'looking', 'forward', 'next', 'karaoke', 'night']","['food', '35', 'average', 'japanese', 'foodkaraoke', '45', 'fun']",1.0
"['excellent', 'japanese', 'food', 'drinks', 'delivered', 'personal', 'room', 'rent', 'hour', 'accommodate', 'large', 'parties', 'notice', 'underground', 'rooms', 'safe', 'labeled', 'fire', 'alarms', 'exits']","['sing', 'japanese', 'spanish', 'english', 'extensive', 'song', 'selection', 'karaoke', 'box', 'private', 'party']",1.0
"['luckily', 'didnt', 'disappoint', 'ended', 'getting', 'tokyo', 'room', 'different', 'karaoke', 'rooms', 'named', 'different', 'japanese', 'cities', 'obviously', 'nonjapanese', 'city', 'san', 'francisco', 'perfect', 'amount', 'space', '16', 'adults', 'us', 'squished', 'horseshoeshaped', 'seating', 'roomtheres', 'quite', 'lot', 'music', 'choose', 'theres', 'also', 'lot', 'date', 'contemporary', 'songs', 'use', 'phone', 'room', 'order', 'food', 'drinks', 'coworkers', 'ordered', 'rolls', 'beer', 'hostesses', 'prompt', 'bringing', 'orders', 'clearing', 'away', 'empty', 'dishes', 'though', 'couldve', 'lot', 'more', 'pleasant', 'one', 'party', 'members', 'baked', 'cookies', 'brought', 'room', 'sharply', 'told', 'needed', 'disappear', 'given', 'much', 'spent', 'food', 'drinks', 'hourly', 'rate', 'room', 'felt', 'perfectly', 'comfortable', 'leaving', 'cookies', 'tableyamasho', 'great', 'place', 'karaoke', 'gettogether', 'pricey', 'though', 'im', 'not', 'exactly', 'sure', 'much', 'hourly', 'rate', 'around', 'four', 'hours', 'sure', 'price', 'food', 'drinks', 'but', 'came', 'time', 'split', 'tab', 'equally', 'come', 'pocket', 'around', '2325', 'worth', 'though', 'id', 'happy', 'come', 'back', 'next', 'karaoke', 'party', 'good', 'diverse', 'music', 'selection', 'people', 'ate', 'food', 'said', 'good', 'rooms', 'machinemics', 'wellmaintained']","['didnt', 'food', 'yamasho', 'but', 'coworkers', 'came', 'private', 'karaoke', 'rooms', 'theyd', 'swear', 'yamasho', 'good', 'karaoke', 'experience', 'high', 'hopes', 'coming', 'first', 'time']",1.0
"['thought', 'earth', 'going', 'fit', '50', 'people', 'dinky', 'karaoke', 'booth', 'yamasho', 'turned', 'answer', 'upstairs', 'loft', 'turn', 'private', 'karaoke', 'room', 'fitting', '70', 'guests', 'awesome', 'middle', 'san', 'franciscofor', 'translated', 'plenty', 'audience', 'members', 'pridefully', 'sang', 'baby', 'got', 'back', 'oh', 'yes', 'favorite', 'karaoke', 'song', 'several', 'platters', 'sushi', 'bottles', 'sake', 'ordered', 'placed', 'back', 'room', 'everyone', 'grab', 'buffetstyle', 'food', 'mediocre', 'but', 'wouldnt', 'expect', 'incredible', 'sushi', 'karaoke', 'bar', 'anywaysthe', 'karaoke', 'experience', 'awesome', 'except', 'technical', 'difficulties', 'microphone', 'first', 'app', 'guests', 'download', 'see', 'songs', 'available', 'lists', 'song', 'number', 'input', 'tablet', 'queues', 'karaoke', 'machine', 'seamless', 'birthday', 'celebration', 'definitely', 'keeping', 'yamasho', 'list', 'places', 'good', 'large', 'group', 'dinners', 'muchneeded', 'musical', 'therapy']","['birthday', 'invitation', 'said', 'would', '50', 'people', 'singing', 'karaoke']",1.0
[],"['soup', 'noodles', 'shiratakidengnaku', 'boiled', 'eggplantbeef', 'bristle', 'konnyakuspinach', 'peanut', 'sauceall', 'really', 'gourmetawesome', 'servicefun', 'karaoke', 'smart', 'business', 'idea']",1.0
"['order', 'sake', 'ikura', 'youll', 'thank', 'later', 'service', 'always', 'great', 'accommodatingif', 'youre', 'group', 'order', 'large', 'bottle', 'devil', 'killer', 'sake', 'book', 'karaoke', 'room', 'dinner', 'thank', 'laterhappy', 'dining']","['come', 'time', 'time', 'continues', 'favoritelookthe', 'sushi', 'rolls', 'not', 'crazy', 'impressive', 'but', 'solidthe', 'gyoza', 'think', 'great', 'nobody', 'ive', 'taken', 'disliked', 'gyoza', 'dont', 'skip', 'thisthe', 'fish', 'fresh', 'tasty', 'particularly', 'salmon', 'best', 'salmon', 'ive', 'around']",1.0
"['staff', 'super', 'friendly', 'even', 'gave', 'us', 'new', 'years', 'hats', 'huge', 'selection', 'songs', 'surprised', 'even', 'drake', 'wish', 'accompanying', 'music', 'videos', 'though', 'songs', 'videos', 'upstairs', 'restaurant', 'bar', 'downstairs', 'reserved', 'kareoke', 'rooms', 'id', 'definitely', 'recommend', 'lychee', 'soju', 'but', '8', 'alcohol']","['got', 'room', '14', 'new', 'years', 'eve']",1.0
"['arrived', 'huge', 'group', 'white', 'chicks', 'berating', 'woman', 'front', 'charging', 'overtime', 'apparently', 'not', 'fault', 'no', 'clock', 'walll', '1111', 'bet', 'hear', 'head', 'already', 'right', 'excuse', 'look', 'im', 'talking', 'call', 'void', 'charge', 'void', 'void', 'speaking', 'english', 'cant', 'believe', 'manager', 'five', 'ganged', 'screaming', 'reverse', 'charges', 'started', 'threatening', 'one', 'star', 'reviews', 'yelp', '5', 'starer', 'case', 'show', 'try', 'white', 'girl', 'smash', 'place', 'love', 'yamasho', 'always', 'treat', 'right']","['came', 'birthday', 'friday', 'got', 'reservation', 'day']",1.0
"['reserved', 'room', 'upstairs', 'comfortably', 'accommodated', '35', 'guests', 'bento', 'box', 'amazing', 'servers', 'attentive', 'karaoke', 'end', 'dinner', 'much', 'fun', 'circle', 'block', 'find', 'parking', 'since', 'too', 'cheap', 'pay', 'parking', 'garage', 'across', 'restaurant', 'luckily', 'able', 'find', 'street', 'parking', 'steps', 'away']","['went', 'birthday', 'dinner']",1.0
"['youre', 'playing', 'dont', 'want', 'miss', 'thing', 'aerosmith', 'may', 'end', 'singing', 'cause', 'even', 'dream', 'sweet', 'stream', 'would', 'never', 'every', 'moment', 'spent', 'moment', 'traction', 'worse', 'raphip', 'hop', 'songs', 'easy', 'use', 'ipad', 'karaoke', 'search', 'songs', 'title', 'artist', 'recently', 'released', 'songs', 'language', 'remember', 'correctly', 'options', 'spanish', 'japanese', 'forgot', 'third', 'language', 'but', 'wasnt', 'korean', 'ipad', 'lag', 'though', 'may', 'trouble', 'ending', 'song', 'want', 'move', 'onto', 'next', 'also', 'look', 'songs', 'skimming', 'books', 'pretty', 'much', 'american', 'songs', 'wanted', 'great', 'selection', 'songs', '4', 'solid', 'stars', 'great', 'fast', 'service', 'use', 'telephone', 'room', 'ask', 'food', 'drinks', 'water', 'etc', 'no', 'outside', 'food', 'drinks', 'allowed', 'poor', 'cellphone', 'reception', 'basement', 'floor', 'karaoke', 'rooms', 'located', 'may', 'difficulty', 'getting', 'contact', 'friends', 'place', 'wifi', '45hr', 'room', 'fits', '3', 'people', 'pretty', 'pricey', 'compared', 'south', 'bay', 'open', '365', 'days', 'year', 'wow']","['review', 'karaoke', 'lyrics', 'not', 'always', 'correct', 'lol']",1.0
