outreview,outtitle,label
"['found', 'things', 'including', 'underwear', 'shoes', 'thought', 'cheap', 'cute', 'even', 'saw', 'makeup', 'brushes', 'thought', 'reasonably', 'priced', 'tell', 'employees', 'looked', 'miserable', 'none', 'wanted', 'completely', 'different', 'compared', 'anywhere', 'else', 'boston', 'point', 'experienced', 'nothing', 'but', 'friendly', 'amazingly', 'helpful', 'peopleof', 'course', 'ended', 'buyers', 'remorse', 'despite', 'fact', 'cheap', 'im', 'sure', 'quality', 'isnt', 'good', 'but', 'hey', 'get', 'pay', 'right', 'rang', '80', 'time', 'got', 'back', 'hotel', 'decided', 'didnt', 'need', 'most', 'bought', 'even', 'looked', 'makeup', 'brushes', 'amazon', 'found', 'whole', 'set', 'price', 'paid', 'two', 'knew', 'wasnt', 'going', 'able', 'make', 'back', 'asked', 'mom', 'take', 'back', 'makeup', 'brushes', 'pairs', 'underwear', 'still', 'hanger', 'kept', 'together', 'plastic', 'things', 'pull', 'unattach', 'mom', 'called', 'let', 'know', 'primark', 'wouldnt', 'taking', 'back', 'even', 'argued', 'based', 'background', 'conversation', 'customer', 'service', 'person', 'extremely', 'rude', 'pretty', 'clear', 'customer', 'service', 'not', 'primarks', 'forte', 'probably', 'part', 'reason', 'able', 'save', 'money', 'sell', 'low', 'quality', 'products', 'cheap', 'called', 'back', 'asked', 'card', 'put', 'not', 'going', 'give', 'back', 'cash', 'card', 'since', 'im', 'texas', 'even', 'heard', 'customer', 'service', 'rep', 'background', 'say', 'well', 'guess', 'wont', 'getting', 'money', 'back', 'seriously', 'good', 'thing', 'allowed', 'put', 'back', 'another', 'credit', 'cardnow', 'im', 'stuck', 'merchandise', 'dont', 'even', 'want', 'honestly', 'say', 'would', 'rather', 'take', 'target', 'pay', 'little', 'bit', 'more', 'knowing', 'change', 'mind', 'know', 'im', 'getting', 'good', 'customer', 'service', 'worth', 'moral', 'story', 'like', 'crappy', 'customer', 'service', 'dont', 'plan', 'returning', 'anything', 'shop', 'otherwise', 'go', 'target', 'kohls', 'hell', 'even', 'walmart', 'youll', 'definitely', 'get', 'better', 'quality', 'stuff', 'better', 'customer', 'service', 'places']","['dont', 'live', 'boston', 'but', 'needed', 'luggage', 'reasonably', 'priced', 'amount', 'stuff', 'acquired', 'trip']",0
"['even', 'cheaper', 'forever', '21', 'hampm', 'course', 'dont', 'expect', 'super', 'high', 'quality', 'clothes', 'last', 'long', 'time', 'but', 'get', 'cheap', 'cute', 'clothes', 'season', 'great', 'want', 'cute', 'top', 'summer', 'cheap', 'dress', 'party', 'make', 'sure', 'soak', 'clothes', 'washing', 'first', 'time', 'colors', 'bleed', 'store', 'huge', 'need', 'basket', 'throw', 'clothes', 'several', 'floors', 'think', '4', 'floors', 'top', 'floor', 'household', 'goods', 'like', 'blankets', 'decorative', 'cushions', 'towels', 'usually', 'line', 'changing', 'room', 'take', 'certain', 'number', 'items', 'room', 'need', 'go', 'put', 'clothes', 'back', 'basket', 'take', 'new', 'bunch', 'clothes', 'try', 'highly', 'recommended', 'gal', 'shopping', 'budget']","['dont', 'feel', 'like', 'spending', '50', 'tshirt', '120', 'sweatercome', 'primark']",2
"['cheap', 'prices', 'like', 'cheap', 'youre', 'concerned', 'ethical', '2', 'quality', 'good', 'price', 'point', 'like', 'wet', 'seal', 'prices', 'hampm', 'quality', 'im', 'one', 'most', 'frugal', 'people', 'know', 'but', 'wet', 'seal', 'become', 'categorically', 'too', 'crappy', 'shop', 'trust', 'threshold', 'not', 'high', 'primark', 'hits', 'good', 'sweet', 'spot', '3', 'pretty', 'organized', 'everything', 'shelf', 'rack', 'looks', 'like', 'workers', 'pretty', 'good', 'job', 'keeping', 'tidy', 'organized', 'entire', 'store', 'doesnt', 'devolve', 'messy', 'clothes', 'pile4', 'huge', 'cosmetics', 'section', 'many', 'peer', 'retailers', 'may', 'comparable', 'clothing', 'aspect', 'but', 'not', 'unique', 'feature', 'primark5', 'sheer', 'comprehensiveness', 'bedding', 'home', 'decor', 'section', 'sportswear', 'bras', 'underwear', 'children', 'shoes', 'accessories', 'no', 'matter', 'consumerist', 'compulsion', 'primark', 'probably', 'sells', 'place', 'big', 'many', 'floors', 'good', 'place', 'whittle', 'away', 'hours', 'poking', 'around', 'revamp', 'entire', 'wardrobe', 'youre', 'short', 'time', 'watch', 'primark', 'become', 'black', 'hole']","['balance', 'think', 'place', 'great', 'ill', 'tell', 'factors', 'involved', 'formulate', 'belief1']",2
"['15', 'avoid', 'shiny', 'material', 'avoid', 'itll', 'snagmy', 'friends', 'issues', 'seem', 'buying', 'things', 'but', 'avoid', 'wont', 'issuesyes', 'mess', 'times', 'but', 'huge', 'staff', 'much']","['say', 'quality', 'ive', 'shopping', 'primarkpennys', 'years', 'know', 'avoid']",2
"['2016', 'folks', 'youre', '25', 'guess', 'shop', 'buy', 'wear', 'throw', 'awaytheres', 'one', 'us', 'far', 'bag', 'none', 'chav', 'associated', 'uk', 'kudos', 'lasts', 'expands', 'well', 'see']","['like', 'hampm', 'steroidscheap', 'but', 'fashionable']",1
"['but', 'great', 'place', 'find', 'everything', 'need', 'btw', 'mens', 'clothes', 'sold', 'too']","['great', 'deals', 'but', 'get', 'early', 'cause', 'prime', 'timeyou', 'struggle', 'get', 'around', 'store']",2
"['always', 'wanted', 'shop', 'but', 'no', 'stores', 'us', 'imagine', 'excitement', 'heard', 'news', 'opened', 'primark', 'boston', 'place', 'sells', 'quality', 'style', 'clothing', 'fraction', 'price', 'designer', 'brand', 'clothing', 'spent', '140', 'more', '15', 'items', 'included', 'shoes', 'jeans', 'tops', 'home', 'goods', 'jacket', 'know', 'went', 'little', 'crazy', 'but', 'knew', 'id', 'coming', 'lol', 'lot', 'staff', 'hand', 'help', 'around', 'lost', 'umbrella', 'store', 'one', 'staff', 'particular', 'really', 'went', 'way', 'look', 'mean', 'traveling', 'lost', 'found', 'section', 'checking', 'fitting', 'rooms', 'asking', 'staff', 'came', 'back', 'different', 'umbrella', 'wasnt', 'mine', 'but', 'least', 'showed', 'perseverance', 'overall', 'would', 'say', 'visit', 'store', 'blue', 'moonits', 'too', 'addicting']","['follow', 'lot', 'fashion', 'youtubers', 'europe', 'referenced', 'primark', 'one', 'point', 'vlogs']",2
"['four', 'story', 'store', 'sits', 'downtown', 'crossing', 'across', 'macys', 'packed', 'thursday', 'night', 'lines', 'really', 'long', 'hence', '4', 'stars', 'people', 'approached', 'checkout', 'counters', 'containers', 'items', 'time', 'evening', '7', 'pm', 'run', 'large', 'bags', 'cashier', 'warned', 'customers', 'would', 'given', 'multiple', 'small', 'bags', 'necessaryfor', '105', 'got', 'knee', 'length', 'coat', 'three', 'sweaters', 'seven', 'pairs', 'black', 'ankle', 'socks', '50', 'black', 'hair', 'ties', 'pair', 'boots', 'two', 'scarves', 'quality', 'materials', 'pretty', 'good', 'given', 'price', 'friend', 'oohd', 'aahd', 'soft', 'coziness', 'items', 'throughout', 'store', 'ended', 'waiting', 'line', 'longer', 'check', 'thursday', 'night', 'saturday', 'morning', 'open', '8', 'saturday', 'people', 'waiting', 'let', 'shopping', 'most', 'workers', 'busy', 'yet', 'friendly', 'helpful', 'awesome', 'addition', 'hope', 'expand', 'cities', 'country']","['introduced', 'friend', 'studied', 'abroad', 'primark', 'place', 'affordable', 'clothing', 'shoes', 'home', 'products']",2
"['expected', 'lot', 'place', 'due', 'hype', 'but', 'came', 'completely', 'underwhelmed', 'wasnt', 'fan', 'style', 'everything', 'too', 'big', 'wished', 'carried', 'xs', 'even', 'wanted', 'find', 'small', 'hangers', 'hung', 'incorrectly', 'thought', 'found', '2', 'says', '2', 'hanger', 'but', 'realized', 'shirt', 'said', 'size', '12', 'careful', 'youre', 'looking', 'size', 'based', 'hanger', 'happened', 'quite', 'lot', 'times', 'top', 'carrying', 'uncomfortable', 'bag', 'gave', 'us', 'sort', 'every', 'single', 'shirt', 'find', 'size', 'isnt', 'customer', 'sales', 'associates', 'find', 'clothes', 'cuz', 'keep', 'messing', 'favors', 'anyways', 'know', 'completely', 'avoid', 'first', 'floor', 'get', 'hereokay', 'moving', 'second', 'floor', 'underwhelmed', 'clothes', 'went', 'straight', 'accessories', 'miscellaneous', 'things', 'jewelry', 'actually', 'quite', 'nice', 'but', 'question', 'material', 'fast', 'deteriorate', 'cheap', 'mean', 'absolutely', 'love', 'jewelry', 'bags', 'bought', 'three', 'different', 'bags', 'backpack', 'cheap', 'went', 'batcrazy', 'statement', 'necklaces', 'earrings', 'love', 'super', 'random', 'things', 'floor', 'suitcases', 'little', 'dolls', 'bought', 'one', 'kitten', 'little', 'nail', 'art', 'third', 'floor', 'went', 'crazy', 'saw', 'people', 'buying', 'many', 'things', 'im', 'like', 'must', 'something', 'wrong', 'herebecause', 'bag', 'pretty', 'empty', 'compared', 'others', 'shoes', 'pajamas', 'lingerie', 'speaking', 'lingerie', 'no', 'longer', 'try', 'fitting', 'rooms', 'fine', 'id', 'rather', 'go', 'victorias', 'secret', 'lingerie', 'anyways', 'alright', 'shoes', 'actually', 'look', 'really', 'nice', 'but', 'know', 'heels', 'hurt', 'feet', 'really', 'quickly', 'not', 'comfortable', 'however', 'didnt', 'stop', 'buying', 'two', 'pairs', 'heels', 'theyre', 'cheap', 'flatsomg', 'way', 'too', 'cheap', 'love', 'flats', 'comfortable', 'versatile', 'ended', 'buying', 'four', 'pairs', 'flats', 'hello', 'fall', 'fashion', 'anyways', 'going', 'stop', 'im', 'going', 'continue', 'talking', 'things', 'bought', 'point', 'store', 'isnt', 'great', 'bought', 'lot', 'things', 'everything', 'cheap', 'different', 'stores', 'daily', 'basis', 'would', 'probably', 'hit', 'newbury', 'st', 'better', 'things', 'cant', 'help', 'but', 'think', 'everybody', 'would', 'start', 'wearing', 'stuff', 'look', 'primark', 'doesnt', 'huge', 'variety', 'styles', 'overstock', 'items', 'store', 'big', 'not', 'bad', 'place', 'not', 'style']","['primark', 'aok']",1
"['store', 'great', 'collection', 'clothes', 'accessories', 'shoes', 'etc', 'short', 'time', 'time', 'explore', 'first', 'floor', 'spent', 'hour', 'alone', 'lol', 'checkout', 'really', 'fast', 'def', 'back', 'ever', 'come', 'back', 'boston']","['forever21', 'hnm', 'baby', 'would', 'primark']",2
"['friend', 'maria', 'amp', 'arianna', 'went', 'go', 'shopping', 'everything', 'well', 'shoes', 'clothes', 'etc', 'but', 'right', 'went', 'cashier', 'didnt', 'bigger', 'bags', 'went', 'go', 'buy', 'lot', 'stuff', 'since', 'loved', 'told', 'buy', 'white', 'plastic', 'bags', 'disappointing', 'didnt', 'want', 'bag', '2', 'like', 'kidding', 'even', 'went', 'go', 'buy', 'lot', 'stuff', '190', 'dollars', 'cashier', 'employer', 'went', 'off', 'didnt', 'care', 'said', 'know', 'im', 'going', 'home', 'told', 'unfair', 'buy', 'bag', '2', 'us', 'hold', 'lots', 'bags', 'primark', 'cmon']",['yesterday'],0
"['outside', 'super', 'nice', 'clean', 'inside', 'organized', 'spacious', 'not', 'sure', 'opening', 'day', 'but', 'teeming', 'staff', 'afraid', 'going', 'mad', 'house', 'but', 'overstaffed', 'people', 'folding', 'cleaning', 'constantly', 'stayed', 'organized', 'throughout', 'day', 'still', 'quite', 'bit', 'disorganization', 'lot', 'stuff', 'miscategorized', 'hung', 'wrong', 'section', 'reason', 'small', 'sized', 'coats', 'top', 'rack', 'reach', 'but', 'overall', 'super', 'impressed', 'state', 'store', 'fashion', 'cross', 'charlotte', 'russe', 'american', 'eagle', 'women', 'lots', 'military', 'jackets', 'long', 'cardigans', 'store', 'really', 'prominent', 'light', 'blue', 'theme', 'huge', 'seriously', 'many', 'clothes', 'almost', 'overwhelming', 'staff', 'didnt', 'really', 'seem', 'actually', 'know', 'much', 'asked', 'one', 'person', 'camel', 'coat', 'ad', 'could', 'point', 'coats', 'section', 'but', 'given', 'new', 'definitely', 'understandablei', 'think', 'price', 'lot', 'stuff', '20', 'even', '10', 'cant', 'realllllly', 'complain', 'quality', 'but', 'im', 'going', 'anyways', 'most', 'stuff', 'looks', 'pretty', 'good', 'but', 'more', 'something', 'wear', 'looks', 'less', 'ability', 'last', 'past', 'season', 'plenty', 'super', 'cute', 'things', 'didnt', 'think', 'would', 'hold', 'going', 'spin', 'cycle', 'twice', 'but', 'yes', 'primark', 'cheap', 'cheap', 'cheap', 'really', 'great', 'youre', 'trying', 'stock', 'more', 'seasonal', 'fashions', 'wouldnt', 'expect', 'jackets', 'get', 'last', 'winter', 'but', 'definitely', 'look', 'pretty', 'good', 'want', 'change', 'usual', 'north', 'face', 'fall', 'overall', 'super', 'duper', 'excited', 'primark', 'opened']","['ive', 'browsed', 'primarks', 'london', 'pretty', 'excited', 'open']",2
"['gross', 'sticky', 'floors', 'im', 'trying', 'say', 'clothes', 'cheap', 'look', 'cheap', 'too', 'things', 'buy', 'things', 'would', 'okay', 'ruined', 'want', 'good', 'jacket', 'boston', 'snow', 'probably', 'wouldnt', 'get', 'but', 'plenty', 'knock', 'off', 'looks', 'say', 'primarks', 'uk', 'way', 'less', 'headache', 'get', 'around', 'well']","['im', 'young', 'professional', 'would', 'rather', 'not', 'spend', 'big', 'bucks', 'clothes', 'know', 'get', 'destroyed', '5060', 'hour', 'work', 'weeks', 'one', 'night', 'one', 'bostons', 'many', 'bars', 'ie']",1
"['looking', 'simple', 'hat', 'would', 'lock', 'sun', 'eyes', 'seeing', 'october', 'sun', 'hats', 'no', 'longer', 'season', 'needed', 'cap', 'didnt', 'want', '20', 'hat', 'said', 'boston', 'harvard', 'woman', 'hotel', 'suggested', 'primark', 'bought', 'clothes', 'thought', 'would', '10', 'ute', 'stop', 'turned', '30', 'minute', 'stop', 'not', 'find', 'simple', 'nonprinted', 'baseball', 'cap', '250', 'picked', 'baby', 'clothes', 'son', 'adorable', 'affordable', 'given', 'portland', 'never', 'heard', 'primark', 'im', 'definitely', 'glad', 'stopped']","['trip', 'boston', 'sunnier', 'planned']",2
"['ive', 'gone', 'back', 'couple', 'times', 'grabbed', 'things', 'wanted', 'first', 'visit', 'find', 'purchased', 'second', 'trip', 'price', 'actually', 'reduced', 'luckiest', 'day', 'ever', 'make', 'sure', 'youre', 'buying', 'clothes', 'either', 'know', 'fit', 'youve', 'tried', 'dont', 'care', 'return', 'since', 'getting', 'back', 'store', 'more', 'month', 'quite', 'scandalous', 'wallet', 'youre', 'looking', 'work', 'clothes', 'workout', 'clothes', 'home', 'decor', 'shoes', 'beach', 'gear', 'baby', 'clothes', 'intimates', 'beauty', 'products', 'inflatable', 'flamingo', 'theyve', 'got', 'covered', 'friend', 'town', 'visiting', 'take', 'bring', 'make', 'sure', 'tell', 'keep', 'space', 'suitcase', 'goodies', 'may', 'buy', 'happy', 'hunting']","['lines', 'tend', 'pretty', 'long', 'go', 'weekend', 'deals', 'find', 'store', 'worth', 'wait']",2
"['no', 'music', 'store', '2', 'no', 'clear', 'signage', 'return', 'exchange', 'must', '4th', 'floor', 'people', 'waiting', 'line', 'closest', 'register', '1st', 'floor3', 'cant', 'issue', 'return', 'unless', 'original', 'credit', 'card', 'issue', 'store', 'credit', 'purchase', 'something', 'else', 'later', 'wont', 'last', 'long', 'usa', 'old', 'navy', 'uniqlo', 'better', 'service', 'quality', 'anyway']",['1'],0
"['however', 'youre', 'like', '10', 'items', 'try', 'everything', 'cheap', 'try', 'dressing', 'room', 'rudest', 'employees', 'though', 'not', 'greet', 'customers', 'yelled', 'us', 'could', 'take', '8', 'items', 'walked', 'one', 'worker', 'gave', 'friend', 'look', 'like', 'stupid', 'friend', 'asked', 'stall', 'could', 'go', 'treat', 'customers', 'disrespectfully', 'expect', 'buy', 'anything', 'let', 'manager', 'register', 'know', 'but', 'told', 'us', 'theres', 'too', 'many', 'workers', 'anything']","['definitely', 'fan', 'primark', 'im', 'excited', 'opening', 'one', 'ny']",0
"['literally', 'everythingfrom', 'workout', 'sleepwear', 'luggage', 'home', 'decor', 'attended', 'grand', 'opening', 'workers', 'cheerful', 'helpful', 'really', 'made', 'great', 'experience', 'arent', 'familiar', 'primark', 'uk', 'based', 'store', 'ive', 'heard', 'great', 'things', 'more', 'excited', 'learn', 'one', 'opening', 'boston', 'styling', 'clothing', 'uk', 'simple', 'everyday', 'type', 'clothing', 'want', 'something', 'elaborate', 'standoutish', 'most', 'likely', 'wont', 'find', 'basics', 'classic', 'sweaters', 'crew', 'neck', 'tshirt', 'ripped', 'knee', 'jeans', 'cardigans', 'flats', 'pumps', 'booties', 'bags', 'name', 'endless', 'selection', 'leggings', 'tights', 'also', 'childrens', 'section', 'terms', 'quality', 'would', 'say', 'generous', 'step', 'hampm', 'clothes', 'seem', 'nicely', 'made', 'last', 'awhile', 'setup', 'sectioning', 'store', 'clean', 'organized', 'variety', 'styles', 'endless', 'plus', 'everything', 'reasonably', 'priced', 'theres', 'something', 'everyone', 'great', 'store']","['store', 'four', 'floors', 'wonderfulness']",2
"['well', 'laid', 'carry', 'everything', 'clothing', 'linens', 'cosmetics', 'merchandise', 'decent', 'quality', 'even', 'though', 'low', 'priced', 'store', 'multiple', 'floors', 'could', 'browse', 'store', 'hours', 'conveniently', 'located', 'right', 'downtown', 'crossing', 'stop', 'always', 'make', 'point', 'stop', 'shopping', 'im', 'area']","['awesome', 'store', 'always', 'enjoy', 'shopping']",2
"['amp', 'fight', '4th', 'floor', '2', 'strangers', 'man', 'woman', 'theres', 'plenty', 'options', 'choose', 'although', 'store', 'filled', 'everything', 'ive', 'bought', '3', 'things', 'cheap', 'cheap', 'quality', 'theres', '4', 'levels', 'found', 'mens', 'section', 'quite', 'nicer', 'womens']","['first', 'time', 'primark', 'store', 'let', 'tell', 'lol', 'workers', 'miserable']",1
"['around', '5', 'floors', 'much', 'look', 'prices', 'great', 'find', 'trend', 'primarks', 'goal', 'trip', 'buy', 'pair', 'red', 'socks', 'found', 'pair', 'fit', 'description', 'forever', 'boston', 'red', 'socks', 'also', 'bought', 'large', 'yellow', 'scarf', 'wish', 'more', 'time', 'shop', 'but', 'not', 'definitely', 'reccomend', 'shopping', 'next', 'time', 'anyone', 'one', 'near', 'downtown', 'boston']","['great', 'store', 'shop', 'trip', 'boston']",2
"['but', 'finally', 'place', 'opened', 'boston', 'prices', 'fair', 'buying', 'think', 'inexpensive', 'considering', 'get', 'quality', 'lasted', 'long', 'needed', 'sometimes', 'ton', 'people', 'sucks', 'but', 'many', 'styles', 'im', 'willing', 'overlook', 'one', 'warning', 'plan', 'come', 'get', 'two', 'things', 'buy', 'much', 'more', 'hard', 'leave', 'place', 'not', 'buy', 'couple', 'thingsthey', 'suitcases', 'purses', 'clothes', 'course', 'undergarments', 'mens', 'womens', 'childrens', 'bedding', 'much', 'more']","['seen', 'lot', 'british', 'youtubers', 'hauls', 'shopping', 'trips', 'made', 'made', 'want', 'come', 'store', 'but', 'unfortunately', 'europe']",2
"['instead', 'riding', 'rainbow', 'lead', 'leprechaun', 'get', 'off', 'downtown', 'crossing', 'boom', 'youve', 'found', 'primarkbad', 'jokes', 'aside', 'gem', 'based', 'dublin', 'ireland', 'boss', 'told', 'store', 'despite', 'passing', 'several', 'times', 'course', 'first', 'two', 'weeks', 'boston', 'went', 'first', 'time', 'spent', '50', 'left', 'with4', 'sweaters2', 'pairs', 'black', 'dress', 'pants3pack', 'black', 'tights2', 'pairs', 'black', 'flats1', 'braseriously', 'im', 'not', 'sure', 'well', 'clothes', 'hold', 'but', 'totally', 'worth', 'heading', 'basics', 'work', 'attire', 'trendy', 'clothes', 'okay', 'lets', 'real', 'almost', 'find', 'anything', 'primark']","['sláinteokay', 'not', 'really', 'appropriate', 'per', 'se', 'but', 'primark', 'really', 'like', 'finding', 'pot', 'gold']",2
