outreview,outtitle,label
"['fit', 'perfectly', 'ive', 'ordered', 'many', 'times', 'come', 'promptly', 'correctly', 'never', 'problem']","['time', 'favorite', 'shirts']",2
"['wider', 'shoulders', 'more', 'narrow', 'waist', 'hard', 'time', 'finding', 'shirts', 'fit', 'without', 'blousy', 'fit', 'great', 'quality', 'fabrics', 'great', 'styles', 'buy', 'shirts']","['love', 'company']",2
"['hard', 'tim', 'finding', 'dress', 'shirts', 'fit', 'right', 'proper', 'cloth', 'answer', 'reasonably', 'priced', 'quality', 'construction', 'oversized', 'fitness', 'watch', 'even', 'accommodate', 'first', 'shirt', 'made', 'little', 'small', 'returned', 'gave', 'new', 'one', 'no', 'hassles', 'size', 'makes', 'ordering', 'new', 'clothes', 'easy', 'ill', 'back']","['ive', 'used', 'proper', 'cloth', 'buy', 'last', 'five', 'dress', 'shirts']",2
"['shirt', 'came', '2', 'weeks', 'fit', 'perfectly', 'build', 'quality', 'great', 'went', 'ahead', 'ordered', 'another', 'shirt', 'wedding', 'custom', 'french', 'cuffs', 'perfect', 'fit', 'fabric', 'exactly', 'described', 'reviewsmy', 'issue', 'dont', 'offer', 'sort', 'volume', 'discount', 'dont', 'see', 'im', 'going', 'go', 'back', 'baggy', 'long', 'sleeved', 'off', 'rack', 'shirts']","['smart', 'sizing', 'ordered', 'initial', 'shirt', 'kind', 'test']",2
"['ordering', 'custom', 'sizing', 'process', 'awesome', 'love', 'proper', 'cloth', 'remake', 'first', 'shirt', 'make', 'sure', 'exactly', 'want', 'im', 'process', 'replacing', 'whole', 'business', 'wardrobe', 'shirts', 'folks', 'highly', 'recommended', 'but', 'start', 'never', 'go', 'back', 'settling', 'illfitting', 'shirts', 'off', 'rack']","['ordered', 'first', 'custom', 'shirt', 'saturday', 'received', 'beautiful', 'perfectly', 'crafted', 'shirt', '5', 'days', 'later']",2
"['thats', 'truly', 'carries', 'company']","['great', 'customer', 'service']",2
"['thought', '7', 'weeks', 'would', 'enough', 'time', 'get', 'wedding', 'shirt', 'especially', 'receiving', 'inperson', 'fitting', 'soho', 'showroom', 'but', 'almost', 'two', 'months', 'hundreds', 'dollars', 'later', 'im', 'stuck', 'several', 'shirts', 'fit', 'worse', 'started', 'isnt', 'enough', 'time', 'get', 'replacement', 'wedding', 'fair', 'proper', 'cloth', 'offered', 'store', 'credit', 'cover', 'tailors', 'fee', 'fix', 'shirt', 'but', 'tailor', 'said', 'mistake', 'cant', 'fixed', 'buy', 'new', 'one', 'bonobos', 'proper', 'cloth', 'might', 'work', 'already', 'know', 'ideal', 'measurements', 'time', 'wait', 'several', 'months', 'willing', 'spend', 'lots', 'shipping', 'find', 'right', 'fit', 'but', 'ive', 'lost', 'faith', 'system']","['proper', 'cloth', 'great', 'concept', 'friendly', 'service', 'but', 'make', 'sure', 'youre', 'able', 'wait', 'long', 'time', 'get', 'right', 'fit']",0
"['every', 'shirt', 'favorite', 'shirt', 'try', 'use', 'link', 'get', '20', 'off', 'first', 'shirt', 'properclothcomiglbs00', 'note', 'get', '20', 'code', 'use', 'well', 'hope', 'enjoy', 'much']","['proper', 'cloth', 'awesomeits', 'not', 'inexpensive', 'but', 'realized', 'wear', 'dress', 'shirts', 'probably', '70', 'waking', 'life', 'b', 'take', 'good', 'care', 'shirts', 'last', 'eight', '10', 'years', 'figured', 'investment', 'well', 'worth', 'italso', 'took', 'time', 'probably', '20', '30', 'minutes', 'properly', 'measure', 'favorite', 'shirt', 'following', 'directions', 'website', 'get', 'want', 'every', 'shirt', 'button', 'collar', 'pocket', 'carry', 'phone', 'fit', 'thats', 'guaranteed', 'feel', 'like', 'favorite', 'shirt']",2
"['pc', 'best', 'quality', 'selection', 'far', 'vitruvien', 'hard', 'get', 'sizes', 'dialed', 'harder', 'communicate', 'os', 'ok', 'but', 'not', 'quality', 'selection', 'pc', 'pc', 'shirts', 'ship', 'fast', 'much', 'quicker', 'ordering', 'vitruvien', 'mumbai', 'hell', 'well', 'paid', 'lawyer', 'id', '50', 'motherfuckers', 'os', 'really', 'good', 'answering', 'questions', 'always', 'email', 'back', 'answer', 'phone', 'called']","['ive', 'ordered', 'shirts', 'fron', 'original', 'stitch', 'vitruvien']",2
"['specify', 'dozen', 'different', 'measurements', 'shirts', 'originals', 'replacement', 'shirts', 'received', '4', 'off', 'several', 'dimensions', 'spending', 'much', 'time', 'take', 'measurements', 'actual', 'shirts', 'didnt', 'fit', 'well', 'construction', 'far', 'off', 'last', 'shirt', '4', 'too', 'short', 'wont', 'stay', 'tucked', 'sleeve', 'length', '2', 'too', 'short', 'etc', 'fabrics', 'really', 'nice', 'expected', '125', 'actual', 'construction', 'fine', 'but', 'not', 'much', 'different', 'youd', 'find', 'old', 'navy', '20', 'shirt', 'made', 'crappy', 'fabric', 'put', '19', 'old', 'navy', 'shirt', 'right', 'next', 'proper', 'cloth', 'shirt', 'anything', 'old', 'navy', 'shirt', 'showed', 'more', 'fit', 'finish', 'proper', 'cloth', 'shirts', 'kind', 'remind', 'ones', 'mother', 'made', 'back', '70s', 'little', 'imperfections', 'but', 'kind', 'like', 'casual', 'shirts', 'plus', 'side', 'customer', 'service', 'great', 'sent', 'two', 'shirts', 'didnt', 'like', 'sent', 'back', 'full', 'refund', 'last', 'shirt', 'pretty', 'close', '2nd', 'try', 'redid', 'free', 'end', 'gets', 'coming', 'back', 'try', 'fabrics', 'really', 'nice', 'styles', 'something', 'extra', 'nail', 'quality', 'control', 'deliver', 'shirt', 'thats', 'size', 'ordered', 'theyll', 'something']","['website', 'store', 'impressive', 'actual', 'custom', 'shirts', 'receive', 'not', 'always', 'order']",1
"['atypical', 'body', 'type', '1875', 'neck', '49', 'chest', '335', 'arms', 'off', 'rack', 'dress', 'shirts', 'either', 'too', 'tight', 'neck', 'too', 'long', 'sleeve', 'additionally', 'really', 'prefer', 'hidden', 'button', 'collars', 'french', 'cuffs', 'proper', 'makes', 'standard', 'parts', 'shirts', 'ordered', 'first', 'one', 'really', 'nervous', 'estimates', 'fit', 'changed', 'length', 'sure', 'far', 'too', 'long', 'waiting', 'shirt', 'got', 'fit', 'like', 'almost', 'perfectly', 'but', 'length', 'bit', 'too', 'short', 'comfort', 'estimate', 'dead', 'dork', 'questioning', 'shirts', 'number', '23', '4', 'used', 'measurements', 'go', 'shirts', 'business', 'meetings', 'time', 'know', 'want', 'look', 'fantastic', 'still', 'wear', 'first', 'mind', 'looks', 'fantastic', 'received', 'many', 'compliments', 'try', 'youll', 'love']","['proper', 'cloth', 'made', 'wearing', 'suit', 'tie', 'fun']",2
"['date', 'ive', 'purchased', 'nearly', 'dozen', 'shirts', 'go', 'shirt', 'maker', 'terms', 'quality', 'fit', 'topnotch', 'prior', 'proper', 'cloth', 'buying', 'ralph', 'lauren', 'purple', 'label', 'shirts', '300450each', 'proper', 'cloth', 'shirts', 'higher', 'quality', 'fit', 'perfectly', 'note', 'youre', 'like', 'take', 'maybe', 'three', 'shirts', 'youve', 'dialed', 'prefect', 'fit', 'love', 'fact', 'adjust', 'many', 'dimensions', 'shirt', 'get', 'fit', 'ideal', 'body', 'much', 'like', 'order', 'different', 'collar', 'styles', 'monogram', 'options', 'depending', 'shirt', 'intend', 'wear', 'business', 'earn', '5', 'start', 'rating', 'but', 'one']","['cant', 'say', 'happy', 'proper', 'cloth']",2
"['emailed', 'photos', 'said', 'wash', 'yes', 'washed', 'incorporate', 'waist', 'size', 'algorithms', 'not', 'lose', 'fit']","['quality', 'material', 'but', 'way', 'too', 'big', 'waist', 'normal', 'custom', 'fit']",1
"['non', 'conventional', 'body', 'shape', 'large', 'shoulders', 'chest', 'typical', 'off', 'rack', 'nordstrom', 'bloomingdales', 'shirt', 'ends', 'tentive', 'bought', 'across', 'board', 'terms', 'price', 'segments', '85', '250', 'definitely', 'see', 'quality', 'price', 'points', 'especially', 'thomas', 'masonthese', 'shirts', 'life', 'savers', 'neck', 'perfect', 'tie', '1775', 'muscular', 'neck', '175', '18', 'off', 'rack', 'simply', 'never', 'workedthe', 'site', 'easy', 'use', 'every', 'get', '100', 'credit', 'every', '10', 'shirts', 'plus', '5', 'reviews', 'ive', 'recommended', 'site', 'colleagues', 'everyone', 'agrees', 'great', 'product', 'valuehoping', 'one', 'day', 'make', 'slacks', 'suits']","['im', 'around', '3035', 'shirts', 'purchased', 'proper', 'cloth']",2
"['im', 'impressed', 'no', 'charge', 'placed', 'another', 'order', 'great', 'product']","['made', 'mistake', 'ordering', 'proper', 'cloth', 'said', 'no', 'problemwe', 'make', 'right']",2
"['ive', 'converted', 'away', 'two', 'custom', 'shirt', 'makers', 'proper', 'cloth', 'beats', 'time', 'receive', 'new', 'shirts', 'enjoy', 'email', 'updates', 'process', 'great', '100', 'satisfaction', 'guarantee', 'offer', 'great', 'styling', 'options', 'like', 'white', 'collars', 'cuffs', 'monograms', 'placket', 'styling', 'etctip', 'chose', 'send', 'shirt', 'knew', 'fit', 'way', 'like', 'custom', 'another', 'company', 'measure', 'rather', 'taking', 'measurements', 'using', 'questionnaire', 'saved', 'measurements', 'profile', 'made', 'additional', 'adjustments']","['great', 'bespoke', 'shirts', 'great', 'customer', 'service']",2
"['irons', 'well', 'stays', 'wrinkle', 'free', 'day', 'fit', 'superb', 'even', 'gaining', 'little', 'weight', 'still', 'fits', 'shirts', 'become', 'illfitting', 'one', 'place', 'another', 'arent', 'properly', 'sized', 'body', 'dimensions']","['never', 'owned', 'better', 'shirt']",2
"['shirts', 'fit', 'perfectly', 'guaranteed', 'put', 'high', 'end', 'clothing', 'brand', 'shame', 'new', 'high', 'end', 'clothing', 'designed']","['dont', 'waste', 'money', 'silly', 'designer', 'name', 'shirts', 'make', 'look', 'like', 'another', 'average', 'guy', 'struggling', 'style']",2
"['but', 'soon', 'found', 'proper', 'cloth', 'feel', 'upgraded', 'life', 'wardrobe', 'exponentially', 'shirt', 'seems', 'like', 'made', 'fit', 'alone', 'fabric', 'moves', 'breathes', 'really', 'well', 'love', 'product', 'great', 'customer', 'service', 'every', 'time', 'go', 'studio', 'measurements', 'definitely', 'must', 'closet']","['most', 'unusual', 'torso', 'shirts', 'off', 'rack', 'never', 'fit', 'correctly']",2
"['really', 'happy', 'selection', 'website', 'quality']","['ordered', 'set', 'made', 'measure', 'shirts', 'minor', 'adjustment', 'first', 'shirt', 'rest', 'came', 'perfectly', 'sized']",2
"['course', 'fit', 'perfectly', 'custommade', 'shirts', 'ill', 'ordering', 'more', 'sure']","['ive', 'ordered', 'two', 'shirts', 'far', 'but', 'outstanding', 'quality', 'fabric', 'workmanship', 'tailoring']",2
"['price', 'may', 'bit', 'high', 'but', 'nothing', 'makes', 'look', 'better', 'clothing', 'perfectly', 'fits', 'youconsider', 'thisperson', 'wow', 'size', 'shirt', 'looks', 'great', 'oh', 'size', 'bodys', 'exact', 'dimensions', 'yea', 'know', 'pretty', 'freakin', 'cool', 'got', 'proper', 'cloth', 'go', '20', 'off', 'properclothcomil23gvz', 'literally', 'choose', 'add', 'extra', '25', 'cuff', 'length', 'allow', 'watch', 'holy', 'crap1110', 'would', 'recommend']","['incredible', 'product', 'considering', 'amount', 'customization', 'personalization']",2
"['really', 'great', 'selection', 'fabrics', 'although', 'forewarned', 'fabrics', 'go', 'fast', 'get', 'measured', 'really', 'easy', 'adjust', 'measurements', 'add', 'little', 'remove', 'little', 'know', 'perfect', 'shirt', 'work', 'beach', 'hanging']","['pc', 'hands', 'favorite', 'place', 'buy', 'shirts']",2
"['dont', 'like', 'final', 'product', 'jus', 'send', 'shirt', 'back', 'full', 'refundcant', 'beat', 'youve', 'worn', 'thes', 'kinds', 'custom', 'made', 'high', 'grade', 'fabric', 'shirts', 'see', 'cheap', 'poor', 'fitting', 'cookie', 'cutter', 'store', 'bought', 'shirts']","['high', 'grade', 'custom', 'made', 'shirts', 'mulitude', 'adjustments', 'get', 'exact', 'fit', 'want']",2
"['updated', '4', 'stars', 'problems', 'remain', 'inconsistency', 'but', 'generally', 'averagei', 'purchased', '10', 'shirts', 'last', 'years', 'unfortunately', 'inconsistent', 'sizing', 'quality', 'across', 'purchases', '100160', 'price', 'points', 'ive', 'continued', 'purchase', 'better', 'off', 'rack', 'but', 'would', 'recommend', 'trying', 'competitors', 'check', 'qualitycutvalue', 'most', 'frustrating', 'part', 'experience', 'inability', 'multiple', 'emails', 'get', 'someone', 'customer', 'support', 'issue']","['update', 'company', 'replied', 'post', 'fixed', 'issue']",2
"['best', 'shirt', 'closet', 'right', 'go', 'provider', 'forward']","['great', 'service', 'great', 'shirt']",2
"['value', 'amazing', 'quality', '3', 'shirts', 'realized', 'favorite', 'wrinkle', 'resistant', 'ideal', 'work', 'trips', 'plan', 'filling', 'wardrobe', 'proper', 'cloth', 'shirts', 'ordering', 'process', 'easy', 'changes', 'need', 'make', 'measurements', 'off', 'highly', 'recommend', 'appreciate', 'service', 'proper', 'cloth', 'provides', 'never', 'buy', 'shirt', 'off', 'rack', 'ever', 'thanks', 'proper', 'cloth']","['proper', 'cloth', 'provides', 'huge', 'selection', 'premium', 'quality', 'shirts', 'made', 'fit', 'exactly', 'shirt', 'fit']",2
"['definitely', 'worth', 'money', 'quality', 'received']","['tailored', 'shirt', 'without', 'going', 'tailor']",2
[],"['love', 'not', 'go', 'department', 'stores', 'searching', 'shirts', 'not', 'fit', 'feeling', 'like', 'lotto', 'finally', 'found', 'one', 'doesproper', 'cloth', 'way', 'buy', 'shirts']",2
"['production', 'quality', 'seems', 'extremely', 'high', 'get', 'great', 'customer', 'service', 'like', 'expect', 'todays', 'internet', 'giants', 'like', 'amazon', 'zappos', 'depending', 'fabric', 'shirts', 'affordable', 'ordered', 'third', 'custom', 'shirt', 'spent', 'less', 'paid', 'one', 'rick', 'owens', 'shirt', 'dubious', 'production', 'quality']","['like', 'private', 'shirt', 'factory']",2
"['wife', 'happened', 'new', 'york', 'fun', 'travel', 'town', 'get', 'custom', 'fitting', 'first', 'shirt', 'took', 'tries', 'but', 'ive', 'got', 'perfect', 'find', 'cloth', 'like', 'online', 'place', 'order', 'still', 'recommend', 'calling', 'store', 'folks', 'firsthand', 'experience', 'fabrics', 'give', 'great', 'advice', 'ones', 'pick', 'proper', 'cloth', 'comes', 'highly', 'recommended', 'youve', 'never', 'worn', 'custom', 'shirt', 'youre', 'missing']","['struggling', 'improperly', 'fitting', 'storebought', 'shirts', 'years', 'trying', 'everything', 'could', 'get', 'hands', 'including', 'canale', 'highend', 'products', 'decided', 'try', 'custom', 'shirt', 'proper', 'cloth']",2
"['various', 'custom', 'shirtmakers', 'online', 'however', 'limitations', 'body', 'size', 'collar', 'shape', 'etcproper', 'cloth', 'none', 'restrictions', 'custom', 'sizing', 'feature', 'contains', 'number', 'options', 'various', 'body', 'types', 'variety', 'collars', 'fabrics', 'broke', 'purchased', 'shirt', 'thought', 'would', 'like', 'surprisingly', 'terrific', 'correct', 'fit', 'delivered', 'promised', 'plus', 'distinctive', 'color', 'like', 'anything', 'distinctive']","['love', 'shirts']",2
"['go', 'proper', 'cloth', 'entire', 'wardrobe', 'customised', 'standards', 'wish', 'knew', 'guys', 'sooner', 'ill', 'eventually', 'replacing', 'entire', 'wardrobe', 'proper', 'cloth']","['future', 'buying', 'shirts', 'men']",2
"['easy', 'design', 'shirt', 'get', 'one', 'made', 'fits', 'first', 'time', 'show', 'measure', 'shirt', 'get', 'great', 'fit', 'shirt', 'fits', 'well', 'simple', 'many', 'fabrics', 'choose', 'good', 'price', 'points', 'buttons', 'great', 'hugh', 'selection', 'collar', 'choices', 'cuff', 'designs', 'else', 'get', 'custom', 'shirt', 'little', '95', 'week', '10', 'days', 'first', 'one', 'also', 'discount', 'plus', 'ways', 'get', 'discounts', 'subsequent', 'orders', 'doesnt', 'fit', 'right', 'return', 'get', 'alterations', 'cant', 'go', 'wrong']","['website', 'mens', 'clothing', 'fantastic']",2
"['positive', 'reviews', 'right', 'fabric', 'buttons', 'thread', 'tailoring', 'fit', 'details', 'ordering', 'process', 'customer', 'service', 'change', 'size', 'ordered', 'went', 'way', 'make', 'delivery', 'every', 'aspect', 'experience', 'flawless', 'shirts', 'ordered', 'absolutely', 'amazing', 'ordered', 'four', 'more', 'soon', 'tried', 'first', 'two', 'sizing', 'system', 'good', 'would', 'add', 'dark', 'purple', 'palette', 'id', 'ordered', 'five', 'more', 'today', 'saying']","['companys', 'product', 'everything', 'stated']",2
